Age,State,Insurance Type,Annual Premium (AUD),Claim Amount (AUD),Claim Status,Policy Start Date,Policy End Date,Product Tier,Payment Frequency,Risk Score
30,TAS,Life,2834.08,2233.36,Approved,28-12-2023,27-12-2024,Standard,Monthly,0.19
69,NSW,Health,6772.22,9609.83,Rejected,26-04-2023,25-04-2024,Gold,Annually,0.7
40,ACT,Home,4353.99,5460.7,Approved,09-02-2024,08-02-2025,Premium,Quarterly,0.43
21,SA,Health,1055.77,267.64,Pending,02-10-2024,02-10-2025,Basic,Quarterly,0.18
46,NSW,Car,4907.84,9345.61,Approved,02-11-2023,01-11-2024,Premium,Annually,0.43
21,SA,Life,4873.93,1944.11,Approved,18-12-2024,18-12-2025,Basic,Monthly,0.23
33,ACT,Car,2709.07,2207.58,Rejected,30-09-2024,30-09-2025,Premium,Quarterly,0.33
55,NSW,Health,5067.23,9884.64,Approved,09-09-2024,09-09-2025,Premium,Quarterly,0.64
33,WA,Home,4288.13,5596.06,Pending,10-09-2023,09-09-2024,Premium,Annually,0.5
23,QLD,Life,1890.45,474.56,Approved,30-01-2023,30-01-2024,Basic,Monthly,0.17
66,TAS,Travel,799.15,496.13,Approved,26-11-2023,25-11-2024,Gold,Annually,0.58
36,TAS,Travel,587.27,1016.4,Approved,09-07-2024,09-07-2025,Standard,Monthly,0.39
32,VIC,Life,2447.73,2884.67,Approved,28-01-2024,27-01-2025,Standard,Monthly,0.36
35,NT,Car,2211.18,2673.65,Rejected,30-11-2024,30-11-2025,Premium,Annually,0.4
34,WA,Home,3476.33,8793.61,Pending,31-07-2024,31-07-2025,Basic,Quarterly,0.59
44,NT,Life,5768.88,3568.79,Approved,17-10-2024,17-10-2025,Premium,Annually,0.34
39,WA,Home,1184.62,1178.49,Approved,04-11-2023,03-11-2024,Basic,Monthly,0.4
73,ACT,Health,3444.08,5310.07,Approved,27-10-2023,26-10-2024,Gold,Quarterly,0.95
50,VIC,Home,5139.3,10407.65,Approved,21-12-2024,21-12-2025,Gold,Annually,0.6
64,NT,Car,4474.69,11140.52,Approved,10-01-2024,09-01-2025,Gold,Annually,0.73
28,NT,Life,4466.35,5044.43,Rejected,27-08-2023,26-08-2024,Standard,Quarterly,0.28
43,VIC,Life,6043.7,9667.17,Approved,29-09-2024,29-09-2025,Premium,Annually,0.32
35,WA,Travel,468.99,430.49,Rejected,04-05-2024,04-05-2025,Standard,Monthly,0.4
56,ACT,Life,2261.48,2179.91,Approved,12-11-2024,12-11-2025,Gold,Quarterly,0.67
47,QLD,Car,4064.85,6448.06,Approved,20-04-2023,19-04-2024,Premium,Annually,0.53
41,VIC,Travel,1454.34,1713.84,Rejected,19-02-2024,18-02-2025,Premium,Annually,0.31
33,TAS,Travel,979.47,1939.82,Pending,28-07-2024,28-07-2025,Standard,Monthly,0.53
50,ACT,Life,4552.2,7303.05,Rejected,14-02-2023,14-02-2024,Premium,Annually,0.43
35,SA,Health,3949.32,5686.83,Pending,16-05-2024,16-05-2025,Premium,Annually,0.35
28,NT,Travel,1038.94,875.48,Approved,02-10-2023,01-10-2024,Standard,Monthly,0.2
37,SA,Home,4385.18,11980.98,Pending,02-11-2024,02-11-2025,Standard,Monthly,0.57
28,NT,Home,1649.91,465.28,Approved,08-12-2023,07-12-2024,Basic,Monthly,0.21
51,WA,Travel,1206.82,1170.46,Rejected,09-06-2024,09-06-2025,Gold,Quarterly,0.64
53,TAS,Car,3167.09,9913.35,Approved,19-04-2024,19-04-2025,Gold,Annually,0.66
59,NSW,Health,3755.33,9426.22,Approved,09-08-2023,08-08-2024,Gold,Annually,0.55
30,TAS,Health,4975.17,4132.24,Rejected,19-09-2023,18-09-2024,Basic,Monthly,0.19
51,NT,Health,2230.66,3932.97,Approved,13-07-2023,12-07-2024,Gold,Annually,0.6
30,WA,Car,3697.68,3812.38,Approved,27-12-2023,26-12-2024,Standard,Quarterly,0.27
20,ACT,Travel,1243.72,457.9,Approved,28-09-2024,28-09-2025,Standard,Monthly,0.14
38,QLD,Health,2393.03,3735.12,Rejected,15-07-2023,14-07-2024,Premium,Quarterly,0.39
54,NT,Home,1353.8,2236.35,Approved,18-05-2023,17-05-2024,Gold,Quarterly,0.6
52,SA,Home,1471.71,4622.71,Approved,02-12-2023,01-12-2024,Gold,Quarterly,0.69
27,NT,Car,771.03,474.26,Approved,11-05-2024,11-05-2025,Standard,Monthly,0.2
56,VIC,Life,6343.84,16684.27,Approved,16-11-2023,15-11-2024,Premium,Annually,0.55
70,SA,Car,5961.23,11203.11,Pending,05-01-2023,05-01-2024,Gold,Quarterly,0.67
30,WA,Health,2805.33,1496.0,Rejected,08-03-2023,07-03-2024,Standard,Monthly,0.24
31,ACT,Car,662.34,659.83,Approved,12-03-2023,11-03-2024,Basic,Monthly,0.48
73,NT,Car,5914.36,23301.46,Rejected,03-02-2023,03-02-2024,Gold,Annually,0.94
55,NSW,Health,6436.62,6903.23,Rejected,22-05-2024,22-05-2025,Gold,Quarterly,0.63
21,QLD,Car,2490.6,1010.72,Approved,22-09-2023,21-09-2024,Standard,Quarterly,0.14
52,VIC,Travel,1291.75,4772.72,Approved,25-05-2023,24-05-2024,Gold,Annually,0.79
22,NSW,Home,3381.09,3401.95,Pending,23-11-2024,23-11-2025,Standard,Monthly,0.3
42,SA,Travel,1209.7,1613.98,Approved,25-08-2023,24-08-2024,Premium,Quarterly,0.38
21,NT,Life,2982.94,2681.24,Approved,23-07-2023,22-07-2024,Basic,Quarterly,0.22
29,ACT,Life,1903.45,885.25,Approved,08-01-2024,07-01-2025,Basic,Monthly,0.12
37,WA,Car,1977.51,3459.68,Approved,27-09-2024,27-09-2025,Basic,Monthly,0.37
38,NSW,Car,848.28,609.53,Rejected,12-11-2024,12-11-2025,Premium,Annually,0.57
76,TAS,Home,3245.76,4011.98,Approved,12-11-2023,11-11-2024,Gold,Quarterly,0.91
46,NSW,Life,2851.99,2321.3,Approved,08-05-2023,07-05-2024,Premium,Annually,0.46
52,SA,Life,1677.51,3957.77,Approved,08-07-2023,07-07-2024,Premium,Quarterly,0.74
33,VIC,Travel,1915.98,3205.72,Approved,30-03-2024,30-03-2025,Standard,Monthly,0.35
35,ACT,Home,2303.87,2952.89,Approved,29-10-2024,29-10-2025,Basic,Monthly,0.54
31,NT,Health,3109.49,6159.86,Approved,13-10-2024,13-10-2025,Standard,Monthly,0.49
78,TAS,Home,3306.11,6372.84,Approved,28-10-2023,27-10-2024,Gold,Quarterly,0.85
24,WA,Health,1150.13,1087.19,Approved,24-08-2023,23-08-2024,Basic,Monthly,0.25
35,NT,Travel,453.53,284.76,Pending,30-11-2024,30-11-2025,Basic,Quarterly,0.43
28,NT,Home,668.39,158.94,Approved,16-01-2023,16-01-2024,Standard,Monthly,0.18
59,VIC,Travel,619.27,1726.16,Approved,01-04-2024,01-04-2025,Premium,Quarterly,0.67
49,QLD,Car,1188.64,2648.03,Approved,30-09-2024,30-09-2025,Premium,Annually,0.48
72,WA,Home,4739.31,20944.81,Rejected,03-02-2024,02-02-2025,Gold,Annually,0.92
59,QLD,Car,4482.73,7170.79,Approved,12-02-2023,12-02-2024,Gold,Annually,0.52
25,NSW,Health,3276.53,2220.66,Approved,23-03-2024,23-03-2025,Standard,Monthly,0.19
37,VIC,Travel,1493.25,2051.5,Approved,15-09-2023,14-09-2024,Basic,Monthly,0.49
37,WA,Health,5447.88,4307.44,Rejected,30-07-2023,29-07-2024,Premium,Annually,0.52
49,QLD,Car,1369.25,1297.85,Approved,13-11-2023,12-11-2024,Premium,Annually,0.59
33,NSW,Health,2520.95,2080.03,Pending,09-01-2023,09-01-2024,Standard,Monthly,0.31
24,NSW,Health,2502.37,1823.58,Approved,02-05-2024,02-05-2025,Standard,Monthly,0.22
27,SA,Car,3178.78,902.57,Pending,14-04-2024,14-04-2025,Standard,Monthly,0.16
50,NT,Travel,2124.88,2070.07,Approved,22-02-2023,22-02-2024,Premium,Annually,0.53
36,TAS,Health,2873.2,6239.75,Approved,19-07-2023,18-07-2024,Basic,Quarterly,0.49
47,NSW,Car,4327.26,3540.52,Approved,03-12-2023,02-12-2024,Premium,Annually,0.32
25,WA,Travel,1212.05,695.93,Pending,08-04-2024,08-04-2025,Standard,Monthly,0.12
58,TAS,Health,1925.87,3701.52,Approved,19-11-2024,19-11-2025,Premium,Annually,0.52
37,VIC,Life,2677.49,3457.3,Rejected,04-08-2024,04-08-2025,Basic,Quarterly,0.54
53,SA,Travel,1998.66,5385.07,Pending,15-01-2023,15-01-2024,Gold,Quarterly,0.59
32,ACT,Home,4623.02,9477.69,Approved,21-03-2023,20-03-2024,Premium,Quarterly,0.6
36,SA,Health,2591.2,2423.01,Approved,10-11-2024,10-11-2025,Standard,Monthly,0.31
57,ACT,Life,4441.17,6854.58,Approved,10-09-2023,09-09-2024,Gold,Annually,0.68
33,WA,Car,1221.36,1890.89,Approved,12-12-2023,11-12-2024,Premium,Annually,0.59
68,QLD,Home,4383.02,11932.1,Approved,28-04-2024,28-04-2025,Gold,Annually,0.78
38,QLD,Home,569.16,720.47,Rejected,25-07-2023,24-07-2024,Standard,Monthly,0.34
27,TAS,Home,3309.68,1680.1,Approved,21-07-2023,20-07-2024,Basic,Quarterly,0.24
42,NT,Life,5646.9,10970.65,Rejected,06-08-2023,05-08-2024,Premium,Quarterly,0.57
50,SA,Home,976.9,1043.01,Approved,17-04-2024,17-04-2025,Gold,Annually,0.32
38,VIC,Health,1214.32,1611.58,Approved,04-10-2023,03-10-2024,Standard,Monthly,0.5
55,WA,Travel,819.66,595.58,Approved,06-03-2024,06-03-2025,Premium,Annually,0.6
64,ACT,Life,6879.18,7096.45,Pending,08-06-2024,08-06-2025,Gold,Annually,0.73
40,SA,Car,1081.05,775.14,Approved,28-05-2023,27-05-2024,Premium,Annually,0.33
49,QLD,Health,4879.71,8187.78,Approved,09-07-2024,09-07-2025,Premium,Annually,0.36
64,ACT,Car,854.43,1245.24,Approved,08-04-2023,07-04-2024,Gold,Annually,0.58
25,NSW,Home,2694.78,1498.63,Approved,08-04-2023,07-04-2024,Basic,Monthly,0.19
74,QLD,Home,2657.43,3457.15,Rejected,04-11-2024,04-11-2025,Gold,Annually,0.88
31,NT,Health,4101.06,8659.4,Approved,21-07-2023,20-07-2024,Premium,Annually,0.53
34,WA,Home,3613.74,3091.49,Approved,26-04-2024,26-04-2025,Standard,Quarterly,0.44
38,QLD,Health,2178.6,1150.37,Approved,07-03-2024,07-03-2025,Basic,Monthly,0.44
47,WA,Life,1672.57,2411.1,Approved,08-01-2023,08-01-2024,Premium,Annually,0.58
66,TAS,Travel,960.07,2357.86,Approved,13-10-2024,13-10-2025,Gold,Annually,0.71
38,ACT,Travel,2528.92,4885.23,Approved,04-03-2024,04-03-2025,Premium,Quarterly,0.39
58,SA,Health,6231.59,4899.23,Approved,01-11-2024,01-11-2025,Gold,Annually,0.77
56,ACT,Health,5774.76,4659.49,Approved,24-08-2023,23-08-2024,Premium,Annually,0.57
36,NSW,Health,1967.18,4702.7,Approved,19-04-2024,19-04-2025,Standard,Quarterly,0.53
35,NSW,Health,5000.03,5399.8,Rejected,03-12-2024,03-12-2025,Premium,Annually,0.36
74,SA,Health,5046.33,19128.26,Rejected,17-11-2023,16-11-2024,Gold,Annually,0.76
31,VIC,Life,3345.92,5442.54,Approved,25-10-2024,25-10-2025,Basic,Monthly,0.36
24,QLD,Travel,997.44,417.41,Approved,28-09-2023,27-09-2024,Standard,Quarterly,0.16
34,TAS,Health,5814.0,6038.91,Approved,24-02-2023,24-02-2024,Premium,Annually,0.55
63,WA,Car,903.78,2714.42,Pending,09-10-2023,08-10-2024,Gold,Quarterly,0.65
34,QLD,Home,917.18,1366.58,Approved,18-06-2024,18-06-2025,Basic,Monthly,0.42
24,SA,Car,1329.24,982.1,Approved,01-06-2023,31-05-2024,Basic,Monthly,0.18
34,NT,Health,2723.68,5904.55,Approved,28-03-2024,28-03-2025,Basic,Quarterly,0.45
37,NT,Health,4820.49,7072.84,Approved,21-11-2023,20-11-2024,Basic,Monthly,0.33
77,QLD,Home,4941.33,16020.66,Approved,20-05-2023,19-05-2024,Gold,Quarterly,0.94
69,TAS,Life,2444.46,3072.56,Approved,26-01-2023,26-01-2024,Gold,Annually,0.58
54,NT,Travel,1058.91,2127.93,Approved,04-10-2024,04-10-2025,Premium,Annually,0.66
57,SA,Health,2692.57,6118.98,Approved,07-10-2024,07-10-2025,Premium,Quarterly,0.72
42,TAS,Car,2072.38,3985.38,Rejected,10-10-2024,10-10-2025,Premium,Annually,0.44
39,TAS,Home,2965.91,2407.85,Approved,27-02-2023,27-02-2024,Standard,Quarterly,0.31
35,TAS,Travel,1052.18,1130.3,Approved,30-09-2024,30-09-2025,Standard,Quarterly,0.38
23,WA,Home,3134.13,1458.17,Approved,11-11-2023,10-11-2024,Standard,Monthly,0.15
28,NSW,Travel,1621.82,428.19,Approved,29-07-2024,29-07-2025,Standard,Monthly,0.17
62,ACT,Life,7293.84,9593.28,Approved,04-04-2024,04-04-2025,Gold,Annually,0.58
24,TAS,Health,5370.67,2877.78,Approved,08-09-2024,08-09-2025,Standard,Monthly,0.14
49,TAS,Travel,2577.42,6718.21,Rejected,26-02-2024,25-02-2025,Premium,Annually,0.59
30,NSW,Travel,1255.35,604.78,Approved,23-07-2023,22-07-2024,Standard,Quarterly,0.28
44,WA,Car,5109.53,7000.4,Approved,05-01-2024,04-01-2025,Premium,Annually,0.31
27,QLD,Home,3332.77,1473.93,Approved,20-08-2024,20-08-2025,Standard,Monthly,0.16
39,WA,Car,1095.24,558.26,Rejected,24-04-2024,24-04-2025,Standard,Monthly,0.31
31,NT,Travel,459.16,478.15,Approved,06-09-2023,05-09-2024,Standard,Quarterly,0.35
59,NSW,Home,1168.51,1282.94,Pending,19-03-2024,19-03-2025,Premium,Quarterly,0.65
54,VIC,Health,6086.16,17284.89,Approved,14-01-2023,14-01-2024,Gold,Annually,0.8
35,VIC,Car,1369.1,746.93,Rejected,01-02-2023,01-02-2024,Premium,Annually,0.39
54,NSW,Travel,2436.57,8217.09,Approved,24-12-2024,24-12-2025,Gold,Annually,0.72
23,ACT,Life,2180.23,1298.35,Rejected,04-06-2023,03-06-2024,Standard,Quarterly,0.27
64,TAS,Home,3114.69,7008.96,Approved,04-11-2023,03-11-2024,Gold,Annually,0.75
69,TAS,Home,3357.73,4249.31,Approved,06-01-2024,05-01-2025,Gold,Quarterly,0.53
23,NSW,Car,3134.83,1019.02,Approved,29-10-2023,28-10-2024,Basic,Monthly,0.15
31,NT,Travel,1455.47,1876.23,Rejected,13-06-2023,12-06-2024,Standard,Monthly,0.57
33,WA,Health,1873.79,2234.5,Approved,05-03-2023,04-03-2024,Basic,Monthly,0.48
23,TAS,Life,3243.99,2852.1,Approved,10-01-2024,09-01-2025,Standard,Monthly,0.2
29,QLD,Home,756.7,698.41,Approved,19-10-2024,19-10-2025,Basic,Quarterly,0.24
32,SA,Car,995.18,1830.69,Rejected,24-10-2023,23-10-2024,Standard,Quarterly,0.38
25,SA,Home,3762.64,3783.16,Rejected,03-03-2023,02-03-2024,Standard,Monthly,0.23
60,ACT,Home,975.39,2181.9,Rejected,05-02-2024,04-02-2025,Gold,Annually,0.68
31,SA,Car,2389.67,1168.08,Approved,30-11-2023,29-11-2024,Basic,Monthly,0.43
38,WA,Car,3676.28,4848.29,Approved,09-03-2024,09-03-2025,Standard,Monthly,0.34
27,TAS,Car,2024.59,850.24,Approved,09-03-2023,08-03-2024,Standard,Monthly,0.29
62,ACT,Car,1539.23,1503.72,Approved,09-12-2023,08-12-2024,Gold,Annually,0.55
52,NSW,Life,7350.14,6355.91,Approved,19-02-2023,19-02-2024,Gold,Annually,0.79
38,ACT,Home,1914.68,2753.21,Rejected,02-01-2024,01-01-2025,Basic,Monthly,0.54
27,WA,Car,3083.54,887.62,Approved,21-10-2024,21-10-2025,Standard,Monthly,0.11
21,WA,Travel,496.42,410.62,Approved,27-06-2023,26-06-2024,Basic,Monthly,0.19
37,NSW,Car,1129.99,1955.91,Approved,11-01-2024,10-01-2025,Basic,Quarterly,0.55
51,TAS,Travel,1760.33,2893.62,Rejected,22-01-2024,21-01-2025,Premium,Annually,0.58
42,SA,Travel,1935.58,1300.38,Approved,20-09-2023,19-09-2024,Premium,Annually,0.47
67,WA,Health,5961.06,11341.13,Rejected,25-03-2023,24-03-2024,Gold,Annually,0.68
61,TAS,Travel,803.07,1112.3,Rejected,20-08-2024,20-08-2025,Gold,Quarterly,0.63
70,VIC,Life,4152.81,7457.49,Approved,12-05-2023,11-05-2024,Gold,Annually,0.66
32,TAS,Home,642.45,334.82,Approved,11-02-2024,10-02-2025,Basic,Monthly,0.43
36,NSW,Travel,877.63,1998.56,Approved,23-08-2024,23-08-2025,Basic,Monthly,0.54
23,TAS,Health,4177.36,4109.68,Rejected,01-10-2024,01-10-2025,Standard,Monthly,0.21
62,TAS,Travel,2827.1,4825.36,Approved,13-06-2024,13-06-2025,Gold,Annually,0.54
32,ACT,Life,1411.81,1910.21,Rejected,25-10-2024,25-10-2025,Standard,Monthly,0.31
52,SA,Travel,1117.15,2643.72,Approved,09-08-2024,09-08-2025,Premium,Annually,0.66
62,WA,Travel,469.03,838.77,Approved,19-11-2024,19-11-2025,Gold,Quarterly,0.77
53,VIC,Home,846.38,751.86,Approved,10-04-2024,10-04-2025,Premium,Annually,0.6
28,VIC,Life,2818.19,499.26,Approved,21-12-2023,20-12-2024,Standard,Quarterly,0.15
36,NT,Travel,1543.33,2033.93,Pending,27-01-2024,26-01-2025,Premium,Quarterly,0.34
55,NT,Life,2486.6,2401.52,Approved,11-09-2023,10-09-2024,Premium,Annually,0.75
20,QLD,Travel,549.69,173.52,Approved,04-06-2024,04-06-2025,Basic,Monthly,0.13
76,QLD,Car,4954.97,18376.78,Approved,25-02-2023,25-02-2024,Gold,Annually,0.83
21,WA,Car,2770.92,1611.78,Approved,28-09-2023,27-09-2024,Basic,Monthly,0.23
38,NSW,Travel,1868.74,1828.56,Approved,24-04-2023,23-04-2024,Standard,Monthly,0.37
33,ACT,Travel,635.39,930.68,Approved,01-10-2024,01-10-2025,Standard,Quarterly,0.3
52,NT,Health,3008.17,5591.67,Rejected,21-05-2024,21-05-2025,Premium,Annually,0.6
66,ACT,Travel,1960.43,3467.36,Approved,26-03-2024,26-03-2025,Gold,Annually,0.66
39,SA,Car,3096.61,5558.78,Approved,30-09-2024,30-09-2025,Premium,Annually,0.53
31,WA,Travel,1497.2,1515.68,Approved,21-12-2024,21-12-2025,Premium,Quarterly,0.38
22,SA,Health,3990.48,2573.6,Pending,08-04-2023,07-04-2024,Standard,Monthly,0.14
20,NSW,Home,1076.99,751.53,Rejected,18-10-2024,18-10-2025,Standard,Quarterly,0.19
50,QLD,Home,3573.51,2168.7,Approved,30-10-2023,29-10-2024,Premium,Annually,0.35
34,TAS,Car,2024.14,5031.31,Approved,07-05-2023,06-05-2024,Premium,Quarterly,0.55
46,QLD,Health,5630.34,5660.71,Approved,29-05-2023,28-05-2024,Premium,Quarterly,0.42
37,SA,Health,4149.04,5135.62,Approved,13-01-2024,12-01-2025,Premium,Quarterly,0.35
34,SA,Home,1353.45,1176.91,Approved,08-01-2023,08-01-2024,Basic,Monthly,0.54
21,QLD,Travel,1949.79,928.15,Approved,22-06-2024,22-06-2025,Basic,Monthly,0.11
53,NSW,Home,2531.19,7374.41,Approved,04-06-2023,03-06-2024,Gold,Quarterly,0.72
36,WA,Life,1928.71,3558.34,Approved,24-04-2024,24-04-2025,Basic,Monthly,0.42
56,VIC,Car,5162.66,5186.39,Approved,28-09-2023,27-09-2024,Premium,Annually,0.54
21,TAS,Car,2423.41,558.1,Approved,22-09-2024,22-09-2025,Standard,Monthly,0.17
49,ACT,Car,1187.12,1672.83,Pending,24-11-2023,23-11-2024,Premium,Quarterly,0.59
33,SA,Car,3561.8,5918.52,Approved,27-11-2024,27-11-2025,Standard,Quarterly,0.37
64,SA,Life,3610.15,9899.87,Approved,06-05-2023,05-05-2024,Gold,Annually,0.69
42,NSW,Health,3193.42,1718.42,Approved,02-01-2023,02-01-2024,Premium,Annually,0.31
52,TAS,Health,2025.41,4552.73,Rejected,31-05-2024,31-05-2025,Premium,Annually,0.59
24,TAS,Health,5283.37,2573.06,Approved,02-04-2023,01-04-2024,Standard,Monthly,0.15
72,TAS,Health,5667.4,17589.45,Approved,29-01-2024,28-01-2025,Gold,Quarterly,0.77
78,NSW,Travel,670.54,2359.15,Approved,21-12-2023,20-12-2024,Gold,Annually,0.94
28,QLD,Health,1299.22,1119.74,Approved,11-12-2024,11-12-2025,Standard,Quarterly,0.25
54,TAS,Car,1026.3,2157.96,Pending,18-05-2023,17-05-2024,Premium,Annually,0.71
34,NSW,Home,2492.6,5401.86,Rejected,26-06-2024,26-06-2025,Standard,Quarterly,0.56
22,TAS,Health,4350.48,4295.78,Rejected,15-06-2024,15-06-2025,Standard,Quarterly,0.26
21,VIC,Home,826.21,458.35,Rejected,07-03-2023,06-03-2024,Basic,Monthly,0.13
27,SA,Home,3557.46,2135.89,Approved,30-01-2023,30-01-2024,Basic,Quarterly,0.22
74,NSW,Life,1974.86,6067.62,Approved,20-06-2024,20-06-2025,Gold,Annually,0.86
36,ACT,Travel,857.08,1129.31,Approved,22-08-2024,22-08-2025,Basic,Monthly,0.54
46,QLD,Travel,401.99,516.54,Approved,30-06-2023,29-06-2024,Premium,Annually,0.32
39,WA,Home,3158.54,9072.31,Approved,25-03-2024,25-03-2025,Basic,Quarterly,0.58
62,QLD,Car,4958.73,3512.07,Rejected,18-05-2023,17-05-2024,Gold,Annually,0.6
47,WA,Home,2084.78,3041.33,Approved,06-07-2024,06-07-2025,Premium,Annually,0.42
22,TAS,Car,2967.96,1300.01,Rejected,11-04-2023,10-04-2024,Basic,Quarterly,0.16
34,QLD,Home,2001.02,1555.81,Approved,02-11-2024,02-11-2025,Standard,Monthly,0.34
47,NT,Health,4110.55,5621.74,Approved,19-02-2023,19-02-2024,Premium,Annually,0.5
73,VIC,Life,1689.36,3414.83,Approved,03-11-2024,03-11-2025,Gold,Quarterly,0.71
26,QLD,Car,3085.47,1507.48,Approved,26-07-2023,25-07-2024,Basic,Quarterly,0.11
33,VIC,Home,4357.63,9959.38,Approved,07-11-2023,06-11-2024,Standard,Monthly,0.56
39,TAS,Home,3833.97,3559.13,Approved,07-04-2024,07-04-2025,Basic,Monthly,0.33
59,VIC,Travel,1591.98,3909.54,Approved,19-07-2023,18-07-2024,Premium,Annually,0.53
36,QLD,Life,5026.41,5193.79,Rejected,10-05-2024,10-05-2025,Standard,Quarterly,0.52
52,ACT,Home,5698.23,6115.69,Approved,11-04-2023,10-04-2024,Gold,Annually,0.56
53,TAS,Life,5426.73,17284.25,Rejected,20-12-2023,19-12-2024,Premium,Quarterly,0.79
35,NT,Car,2721.26,2918.16,Approved,09-03-2023,08-03-2024,Standard,Quarterly,0.49
51,ACT,Car,1181.5,3571.48,Approved,06-02-2024,05-02-2025,Gold,Annually,0.68
35,ACT,Car,2546.96,1141.97,Rejected,12-11-2023,11-11-2024,Premium,Annually,0.31
36,NT,Travel,1165.85,952.95,Approved,07-07-2024,07-07-2025,Standard,Monthly,0.58
59,SA,Health,2608.03,3200.09,Rejected,25-04-2024,25-04-2025,Premium,Annually,0.65
57,WA,Life,2277.87,7842.42,Approved,13-05-2023,12-05-2024,Gold,Annually,0.79
75,ACT,Health,2691.47,7704.69,Approved,22-04-2023,21-04-2024,Gold,Quarterly,0.92
26,NT,Home,2995.83,1828.96,Approved,03-11-2023,02-11-2024,Basic,Quarterly,0.21
38,ACT,Home,2433.27,4185.87,Pending,26-05-2024,26-05-2025,Basic,Monthly,0.55
25,QLD,Life,4850.87,2735.01,Approved,20-09-2023,19-09-2024,Basic,Monthly,0.16
42,WA,Life,3746.53,6851.94,Approved,20-10-2023,19-10-2024,Premium,Annually,0.48
41,QLD,Life,2677.99,5523.74,Approved,30-05-2024,30-05-2025,Premium,Annually,0.59
41,WA,Car,3008.59,3992.76,Pending,29-06-2023,28-06-2024,Premium,Quarterly,0.35
58,ACT,Life,4850.16,11531.44,Pending,18-06-2023,17-06-2024,Gold,Annually,0.67
38,NSW,Car,3446.66,3020.83,Approved,05-10-2024,05-10-2025,Premium,Annually,0.33
34,NT,Car,1283.3,2557.71,Approved,28-04-2023,27-04-2024,Premium,Quarterly,0.48
30,VIC,Health,2547.02,3376.69,Rejected,15-04-2023,14-04-2024,Standard,Monthly,0.28
33,NSW,Health,2607.98,2940.12,Approved,19-04-2024,19-04-2025,Basic,Monthly,0.37
58,TAS,Car,2177.61,1932.95,Rejected,11-10-2024,11-10-2025,Gold,Quarterly,0.71
36,NSW,Travel,650.67,657.81,Approved,19-07-2023,18-07-2024,Standard,Monthly,0.45
42,SA,Travel,679.59,866.29,Approved,20-06-2024,20-06-2025,Premium,Quarterly,0.44
32,SA,Home,1148.8,1991.48,Pending,21-01-2024,20-01-2025,Basic,Monthly,0.51
44,ACT,Travel,1624.45,2405.14,Approved,03-07-2023,02-07-2024,Premium,Quarterly,0.36
68,SA,Life,5242.31,19095.04,Approved,17-12-2023,16-12-2024,Gold,Annually,0.75
74,NSW,Home,3062.8,10199.42,Approved,25-08-2024,25-08-2025,Gold,Quarterly,0.84
77,QLD,Home,2379.68,2150.46,Rejected,21-04-2024,21-04-2025,Gold,Quarterly,0.86
60,ACT,Home,4949.14,7706.53,Approved,11-04-2023,10-04-2024,Gold,Quarterly,0.63
24,SA,Health,3478.18,2350.82,Approved,05-08-2023,04-08-2024,Basic,Monthly,0.17
21,NT,Health,5178.22,4914.85,Approved,20-03-2024,20-03-2025,Standard,Monthly,0.24
33,QLD,Car,4098.93,6627.55,Approved,26-07-2024,26-07-2025,Standard,Monthly,0.54
31,ACT,Car,1299.53,2013.06,Approved,30-12-2024,30-12-2025,Standard,Monthly,0.53
24,TAS,Health,4127.71,2319.58,Rejected,26-12-2024,26-12-2025,Standard,Monthly,0.14
37,WA,Health,5019.69,13872.68,Approved,12-05-2024,12-05-2025,Premium,Annually,0.56
58,NSW,Home,862.8,1863.1,Pending,30-01-2023,30-01-2024,Premium,Annually,0.59
58,QLD,Life,6310.45,16364.11,Approved,27-03-2024,27-03-2025,Premium,Annually,0.57
22,WA,Home,2618.14,1821.31,Approved,02-10-2023,01-10-2024,Basic,Quarterly,0.21
28,NT,Car,3926.0,3926.58,Approved,09-10-2023,08-10-2024,Standard,Monthly,0.25
33,WA,Home,3884.91,5434.93,Approved,17-10-2023,16-10-2024,Basic,Monthly,0.42
40,NT,Life,4351.15,3488.11,Approved,05-12-2023,04-12-2024,Premium,Quarterly,0.56
23,SA,Health,2526.35,1194.21,Approved,09-06-2023,08-06-2024,Standard,Monthly,0.24
30,ACT,Travel,492.08,403.0,Approved,25-10-2023,24-10-2024,Basic,Monthly,0.19
23,TAS,Life,2584.45,347.07,Approved,03-10-2024,03-10-2025,Standard,Quarterly,0.12
31,SA,Life,6229.17,5011.64,Pending,22-06-2023,21-06-2024,Premium,Annually,0.44
34,SA,Life,3158.62,4474.89,Approved,30-06-2023,29-06-2024,Standard,Monthly,0.35
30,SA,Health,1076.16,329.89,Approved,02-11-2023,01-11-2024,Basic,Monthly,0.14
76,QLD,Home,1311.45,1909.59,Pending,07-09-2023,06-09-2024,Gold,Annually,0.87
25,NT,Car,3431.87,2040.16,Approved,09-04-2024,09-04-2025,Standard,Quarterly,0.14
45,QLD,Travel,761.76,309.41,Approved,15-01-2024,14-01-2025,Premium,Quarterly,0.35
27,TAS,Travel,958.93,498.83,Approved,12-03-2024,12-03-2025,Basic,Monthly,0.12
20,NSW,Home,4246.29,5173.5,Approved,30-01-2024,29-01-2025,Standard,Quarterly,0.25
